Id;Name;Description;ServerName;TopicName;Address;Coef;Offset;LogEnabled;AlEnabled;AlBool;MemTag;MbsTcpEnabled;MbsTcpFloat;SnmpEnabled;RTLogEnabled;AlAutoAck;ForceRO;SnmpOID;AutoType;AlHint;AlHigh;AlLow;AlTimeDB;AlLevelDB;IVGroupA;IVGroupB;IVGroupC;IVGroupD;PageId;RTLogWindow;RTLogTimer;LogDB;LogTimer;AlLoLo;AlHiHi;MbsTcpRegister;MbsTcpCoef;MbsTcpOffset;EEN;ETO;ECC;ESU;EAT;ESH;SEN;STO;SSU;TEN;TSU;FEN;FFN;FCO;KPI;UseCustomUnit;Type;Unit;AlStat;ChangeTime;TagValue;TagQuality;AlType
149;Coeff_HT_BT;Coeff de transformation HT->BT;MEM;RET;Coeff_HT_BT;1.000000;0.000000;0;0;0;1;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;1;5;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;2;;0;15/12/2020 16:23;0;65472;0
150;1-1-I1-UNB;Desequilibre courant;MODBUS;A;32448W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 1;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 1;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 1;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
151;2-1-I1-UNB;Desequilibre courant;MODBUS;A;32512W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 2;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 2;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
152;3-1-I1-UNB;Desequilibre courant;MODBUS;A;32576W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 3;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 3;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 3;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
153;4-1-I1-UNB;Desequilibre courant;MODBUS;A;32640W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 4;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 4;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
154;5-1-I1-UNB;Desequilibre courant;MODBUS;A;32704W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 5;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 5;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
155;6-1-I1-UNB;Desequilibre courant;MODBUS;A;32768W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 6;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 6;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
156;7-1-I1-UNB;Desequilibre courant;MODBUS;A;32832W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 7;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 7;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
157;8-1-I1-UNB;Desequilibre courant;MODBUS;A;32896W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 8;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 8;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
158;9-1-I1-UNB;Desequilibre courant;MODBUS;A;32960W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 1 depart 9;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 1 depart 9;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 1 depart 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
159;1-2-I2-UNB;Desequilibre courant;MODBUS;A;32464W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 1;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 1;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 1;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
160;2-2-I2-UNB;Desequilibre courant;MODBUS;A;32528W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 2;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 2;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
161;3-2-I2-UNB;Desequilibre courant;MODBUS;A;32592W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 3;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 3;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 3;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
162;4-2-I2-UNB;Desequilibre courant;MODBUS;A;32656W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 4;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 4;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
163;5-2-I2-UNB;Desequilibre courant;MODBUS;A;32720W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 5;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 5;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
164;6-2-I2-UNB;Desequilibre courant;MODBUS;A;32784W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 6;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 6;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
165;7-2-I2-UNB;Desequilibre courant;MODBUS;A;32848W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 7;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 7;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
166;8-2-I2-UNB;Desequilibre courant;MODBUS;A;32912W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 8;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 8;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
167;9-2-I2-UNB;Desequilibre courant;MODBUS;A;32976W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 2 depart 9;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 2 depart 9;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 2 depart 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
168;1-3-I3-UNB;Desequilibre courant;MODBUS;A;32480W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 1;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 1;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 1;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
169;2-3-I3-UNB;Desequilibre courant;MODBUS;A;32544W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 2;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 2;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
170;3-3-I3-UNB;Desequilibre courant;MODBUS;A;32608W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 3;15.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 3;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 3;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
171;4-3-I3-UNB;Desequilibre courant;MODBUS;A;32672W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 4;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 4;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
172;5-3-I3-UNB;Desequilibre courant;MODBUS;A;32736W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 5;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 5;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
173;6-3-I3-UNB;Desequilibre courant;MODBUS;A;32800W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 6;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 6;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
174;7-3-I3-UNB;Desequilibre courant;MODBUS;A;32864W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 7;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 7;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
175;8-3-I3-UNB;Desequilibre courant;MODBUS;A;32928W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 8;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 8;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
176;9-3-I3-UNB;Desequilibre courant;MODBUS;A;32992W;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Desequilibre de la phase 3 depart 9;75.000000;0.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;85;1;1.000000;0.000000;8;xxx@xxx.fr;;Desequilibre de la phase 3 depart 9;;0;8;"0000000000,gsm,0;";Desequilibre de la phase 3 depart 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
177;Nom_Poste;;MEM;RET;Nom_Poste;1.000000;0.000000;0;0;0;1;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;1;5;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;6;;0;15/12/2020 16:23;;65472;0
178;2-1-THD;;MODBUS;A;30183W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
179;3-1-THD;;MODBUS;A;30223W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
180;4-1-THD;;MODBUS;A;30263W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
181;5-1-THD;;MODBUS;A;30303W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
182;6-1-THD;;MODBUS;A;30343W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
183;7-1-THD;;MODBUS;A;30383W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
184;8-1-THD;;MODBUS;A;30423W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
185;9-1-THD;;MODBUS;A;30463W;0.010000;0.000000;1;0;0;0;0;0;0;0;1;0;1;0;;50.000000;-10.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
186;1-3-PF;Facteur de puissance;MODBUS;A;30158I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 1 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 1 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 1 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
187;3-3-PF;Facteur de puissance;MODBUS;A;30238I;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0; Facteur de puissance de la phase 3 départ 3 est inférieur à 0,75;150.000000;75.000000;0;0.000000;0;1;0;0;4;600;10;-1.000000;5;;;1;1.000000;0.000000;8;xxx@xxx.fr;; Facteur de puissance de la phase 3 départ 3 est inférieur à 0,75;;0;8;"0000000000,gsm,0;"; Facteur de puissance de la phase 3 départ 3 est inférieur à 0,75;0;;0;;;0;0;1;P1;0;01/01/1970 01:00;0;24;0
188;Ptfo;Puissance apparente du transfo;MEM;RET;Ptfo;1.000000;0.000000;0;0;0;1;0;0;0;0;0;0;1;0;;0.000000;0.000000;0;0.000000;0;0;0;0;5;600;10;-1.000000;0;;;1;1.000000;0.000000;;;;;;;;;;;;;;;0;1;2;kVA;0;15/12/2020 16:23;0;65472;0
189;I1_1;;MODBUS;A;30137E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 1;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 1;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 1;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
190;I2_1;;MODBUS;A;30145E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 1;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 1;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 1;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
191;I3_1;;MODBUS;A;30153E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 1;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 1;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 1;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
192;I1_2;;MODBUS;A;30177E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 2;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 2;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
193;I1_3;;MODBUS;A;30217E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 3;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 3;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 3;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
194;I1_4;;MODBUS;A;30257E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 4;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 4;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
195;I1_5;;MODBUS;A;30297E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 5;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 5;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
196;I1_6;;MODBUS;A;30337E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 6;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 6;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
197;I1_7;;MODBUS;A;30377E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 7;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 7;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
198;I1_8;;MODBUS;A;30417E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 8;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 8;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
199;I1_9;;MODBUS;A;30457E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 1 voie 9;250.000000;10.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;280;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 1 voie 9;;0;8;"0000000000,gsm,0;";Defaut courant phase 1 voie 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
200;I2_2;;MODBUS;A;30185E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 2;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 2;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
201;I2_3;;MODBUS;A;30225E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 3;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 3;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 3;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
202;I2_4;;MODBUS;A;30265E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 4;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 4;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
203;I2_5;;MODBUS;A;30305E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 5;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 5;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 5;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
204;I2_6;;MODBUS;A;30345E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 6;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 6;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 6;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
205;I2_7;;MODBUS;A;30385E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 7;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 7;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 7;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
206;I2_8;;MODBUS;A;30425E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 8;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 8;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 8;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
207;I2_9;;MODBUS;A;30465E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 2 voie 9;250.000000;10.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;280;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 2 voie 9;;0;8;"0000000000,gsm,0;";Defaut courant phase 2 voie 9;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
208;I3_2;;MODBUS;A;30193E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 2;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 2;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 2;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
209;I3_3;;MODBUS;A;30233E;0.010000;0.000000;1;1;0;0;0;0;0;0;1;0;1;0;Defaut courant phase 3 voie 4;0.000000;0.000000;7200;0.000000;0;1;0;0;4;600;10;-1.000000;5;;0;1;1.000000;0.000000;8;xxx@xxx.fr;;Defaut courant phase 3 voie 4;;0;8;"0000000000,gsm,0;";Defaut courant phase 3 voie 4;0;;0;;;0;0;1;AMP;0;01/01/1970 01:00;0;24;0
